document_id,issue_date,end_date,authorisation_licence,manufacturer_name,bin_iin
ЕАЭС KZ 7100934.13.12.00417,2022-10-11,2025-10-11,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00354,2021-03-29,2024-03-29,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00355,2021-03-31,2024-03-31,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00353,2021-03-25,2024-03-25,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00363,2021-04-19,2024-04-19,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00362,2021-04-16,2024-04-16,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00364,2021-04-20,2024-04-20,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00360,2021-04-09,2024-04-09,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00361,2021-04-14,2024-04-14,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00279,2020-07-29,2023-07-29,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00289,2020-08-12,2023-08-12,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00288,2020-08-12,2023-08-12,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00287,2020-08-11,2023-08-11,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00342,2021-01-29,2024-01-29,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС N KZ Д-KZ.0934.B.00010 /,2021-07-15,2024-07-15,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00376 /,2021-06-25,2024-06-25,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС N KZ Д-KZ.0934.B.00005 /,2021-07-09,2024-07-09,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00277,2020-07-23,2023-07-23,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00290,2020-08-13,2023-08-13,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00064,2021-09-23,2024-09-23,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00368,2021-05-25,2023-05-25,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00271,2020-06-26,2023-06-26,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00370,2021-05-31,2024-05-31,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00304,2020-08-26,2023-08-26,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00367,2021-05-20,2024-05-20,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00357,2021-04-02,2024-04-02,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00213,2022-03-03,2025-03-03,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00212,2022-03-03,2025-03-03,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00369,2021-05-28,2024-05-28,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00272,2020-06-30,2023-06-30,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00444,2022-11-06,2025-12-06,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00024,2021-08-11,2024-08-11,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00084,2021-10-20,2024-10-20,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00278,2020-07-28,2023-07-28,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00352,2021-03-17,2024-03-17,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00058,2021-09-10,2024-09-10,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00445,2022-11-06,2025-12-06,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00252,2022-04-07,2025-04-07,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00199,2022-02-25,2025-02-25,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00302,2020-08-24,2023-08-24,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00280,2020-07-30,2023-07-30,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00358,2021-04-02,2024-04-02,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00347,2021-02-23,2024-02-23,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00295,2020-08-18,2023-08-18,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00268 /,2020-06-17,2023-06-17,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00359,2021-04-02,2024-04-02,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00334,2022-06-30,2025-06-30,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00301,2020-08-21,2023-08-21,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ.7100934.13.12.00187,2022-02-25,2025-02-25,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00341,2021-01-26,2024-01-26,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00356,2021-03-31,2024-03-31,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00198,2022-02-25,2025-02-25,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00294,2020-08-14,2023-08-14,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00201,2022-02-25,2025-02-25,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00200,2022-02-25,2025-02-25,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00255/,2022-04-07,2025-04-07,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00254/,2022-04-07,2025-04-07,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ.7100934.13.12.00188,2022-02-25,2025-02-25,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00299,2020-08-21,2023-08-21,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00291,2020-08-14,2023-08-14,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00293,2020-08-14,2023-08-14,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00292,2020-08-14,2023-08-14,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00298,2020-08-21,2023-08-21,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00300,2020-08-21,2023-08-21,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00270 /,2020-06-17,2023-06-17,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00269 /,2020-06-17,2023-06-17,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
№ KZ.7100934.24.01.00296,2020-08-18,2023-08-18,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00085/,2021-10-20,2024-10-20,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00446,2022-12-06,2025-12-06,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00453,2022-12-09,2025-12-09,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00450,2022-11-06,2025-12-06,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00449,2022-11-06,2025-12-06,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00448,2022-11-06,2025-12-06,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00335,2022-06-30,2025-06-30,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00447,2022-11-06,2025-12-06,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00442,2022-11-11,2025-11-11,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00352,2022-07-27,2025-05-27,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00342,2022-07-07,2025-07-07,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00336,2022-06-30,2025-06-30,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00256,2022-04-07,2025-04-07,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00253,2022-04-07,2025-04-07,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
ЕАЭС KZ 7100934.13.12.00139,2021-12-29,2024-12-29,-,"ТОО ""High Industrial Lubricants &  Liquids Corporation"" (HILL)""",50940002443
KZ.7100317.24.01.01363.,2020-08-04,2023-08-04,-,"ТОО ""Войлочная фабрика""",40240004680
KZ.7100317.24.01.01362.,2020-08-04,2023-08-04,"","ТОО ""Войлочная фабрика""",40240004680
KZ.7100317.24.01.01364.,2020-08-04,2023-08-04,"","ТОО ""Войлочная фабрика""",40240004680
KZ.7100317.13.12.02700,2022-12-22,2025-12-22,"","ТОО ""Войлочная фабрика""",40240004680
KZ.7100317.13.12.02701,2022-12-22,2025-12-22,"","ТОО ""Войлочная фабрика""",40240004680
KZ.7100317.13.12.02702,2022-12-22,2025-12-22,"","ТОО ""Войлочная фабрика""",40240004680
№ ЕАЭС KZ 3510317.13.12.01626,2022-12-09,2023-12-09,-,ТОО «Rubber Group»,131040024510
"№ЕАЭС KZ 7500802.01.01.00582,",2022-11-21,2023-11-21,-,"ИП ""MURAGER""",900622300753
№ ЕАЭС KZ 7500986.01.01.03739,2022-12-08,2023-12-08,-,"TOO ""Alash Engineering Corporation""",140640002154
Сертификат соответствия № ЕАЭС KZ 7500995.01.01.01623 Приложение к сертификату о соответствии ЕАЭС № ЕАЭС KZ 7500995.01.01.01623 на 1 листе,2022-12-05,2023-12-05,-,"Товарищество с ограниченной ответственностью ""Кокшетауское учебно-производственное предприятие"" ОО ""Казахское общество слепых""",21040001300
ЕАЭС KZ 7500995.13.12.05166,2022-12-06,2023-12-06,-,"Товарищество с ограниченной ответственностью ""Кокшетауское учебно-производственное предприятие"" ОО ""Казахское общество слепых""",21040001300
ЕАЭС KZ 7500995.13.12.05146,2022-12-02,2023-12-02,-,"Товарищество с ограниченной ответственностью ""Кокшетауское учебно-производственное предприятие"" ОО ""Казахское общество слепых""",21040001300
ЕАЭС KZ 7500995.13.12.05161,2022-12-05,2023-12-05,-,"Товарищество с ограниченной ответственностью ""Кокшетауское учебно-производственное предприятие"" ОО ""Казахское общество слепых""",21040001300
ЕАЭС KZ 7500995.13.12.05145,2022-12-04,2023-12-04,-,"Товарищество с ограниченной ответственностью ""Кокшетауское учебно-производственное предприятие"" ОО ""Казахское общество слепых""",21040001300
№ KZ.Q.02.0872.C22.020220,2022-10-21,2025-10-21,-,ТОО «АВЗ»,80540003115
"Сертификат соответствия № КZ
3510396.01.01.00151",2022-08-08,2025-08-08,-,"TOO SapSan Corporation 
Республика Казахстан
",140740025286
"Сертификат соответствия №KZ3510396.01.01
00082",2022-03-15,2023-03-15,-,"TOO SapSan Corporation 
Республика Казахстан
",140740025286
"Сертификат соответствия  КZ
3510396.01.01.00155",2022-08-09,2025-08-09,-,"TOO SapSan Corporation 
Республика Казахстан
",140740025286
"Декларация о соответствии № КZ
3510396.13.12.00187 с",2022-08-09,2025-08-09,-,"TOO SapSan Corporation 
Республика Казахстан
",140740025286
Декларация о соответствии №KZ 3510396.13.12.00133,2022-06-10,2023-06-10,-,"TOO SapSan Corporation 
Республика Казахстан
",140740025286
"Декларация о соответствии № КZ
3510396.13.12.00125",2022-05-17,2023-05-17,-,"TOO SapSan Corporation 
Республика Казахстан
",140740025286
"Сертификат соответствия№ КZ
3510396.01.01.00081",2022-03-03,2023-03-03,-,"TOO SapSan Corporation 
Республика Казахстан
",140740025286
"Декларация о соответствии № КZ
3510396.13.12.00189с",2022-08-09,2025-08-09,-,"TOO SapSan Corporation 
Республика Казахстан
",140740025286
"Декларация о соответствии № КZ
3510396.13.12.00188",2022-08-09,2025-08-09,-,"TOO SapSan Corporation 
Республика Казахстан
",140740025286
"Сертификат соответствия №  КZ
3510396.01.01.00156",2022-08-08,2025-08-08,-,"TOO SapSan Corporation 
Республика Казахстан
",140740025286
"Декларация о соответствии № КZ
3510396.13.12.00190 с",2022-08-09,2025-08-09,-,"TOO SapSan Corporation 
Республика Казахстан
",140740025286
Декларация о соответствии № КZ3510396.13.12.00184,2022-08-08,2025-08-08,-,"TOO SapSan Corporation 
Республика Казахстан
",140740025286
"Декларация о соответствии №КZ
3510396.13.12.00185 с",2022-08-09,2025-08-09,-,"TOO SapSan Corporation 
Республика Казахстан
",140740025286
"Сертификат соответствия№ КZ
3510396.01.01.00154",2022-08-08,2025-08-08,-,"TOO SapSan Corporation 
Республика Казахстан
",140740025286
№KZ.7500851.01.01.03377,2020-09-18,2023-09-10,не подлежит лицензированию,"ТОО ""Салон эксклюзивных шляп ""EleGant""",70340010872
№KZ.7500851.01.01.03378,2020-09-18,2023-09-10,не подлежит лицензированию,"ТОО ""Салон эксклюзивных шляп ""EleGant""",70340010872
"№ ЕАЭС KZ.7500851.22.01.02874,  , № ЕАЭС KZ.7500851.01.01.00050",,,не подлежит лицензированию,"ТОО ""Салон эксклюзивных шляп ""EleGant""",70340010872
"№ ЕАЭС KZ.7500851.22.01.02874, № ЕАЭС KZ.7500851.01.01.00050",,,не подлежит лицензированию,"ТОО ""Салон эксклюзивных шляп ""EleGant""",70340010872
№KZ.5110317.24.01.03085,2019-11-08,2022-11-08,-,ТОО Атырауское учебно производственное предприятие общественного объединения Казахского Общества Слепых,950140001216
№ЕАЭС KZ 7500986.01.01.03728,2022-12-07,2023-12-07,-,ТОО Атырауское учебно производственное предприятие общественного объединения Казахского Общества Слепых,950140001216
№KZ.5110317.24.01.03086,2019-11-08,2022-11-08,-,ТОО Атырауское учебно производственное предприятие общественного объединения Казахского Общества Слепых,950140001216
№ЕАЭС KZ 7500986.01.01.03729,2022-12-07,2023-12-07,-,ТОО Атырауское учебно производственное предприятие общественного объединения Казахского Общества Слепых,950140001216
№KZ.5110317.24.01.03084,2019-11-08,2022-11-08,-,ТОО Атырауское учебно производственное предприятие общественного объединения Казахского Общества Слепых,950140001216
KZ. ЕАЭС KZ.3110317.13.12.00054,2022-06-15,2027-06-14,"",ТОО Атырауское учебно производственное предприятие общественного объединения Казахского Общества Слепых,950140001216
KZ.3110317.13.12.00053,2022-06-15,2027-06-14,"",ТОО Атырауское учебно производственное предприятие общественного объединения Казахского Общества Слепых,950140001216
KZ 3110317.13.12.00151,2022-11-29,2025-06-22,-,ТОО Атырауское учебно производственное предприятие общественного объединения Казахского Общества Слепых,950140001216
№ЕАЭС KZ  7500651.13.12.03954,2022-03-15,2027-03-14,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№ЕАЭС KZ.7500651.01.01.01504,2022-02-11,2027-02-10,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№ЕАЭС KZ.7500651.01.01.01681,2022-03-15,2027-03-14,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№KZ.7500651.01.01.00740,2022-08-10,2023-08-10,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№KZ.7500651.01.01.00739,2022-08-10,2023-08-10,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
ЕАЭС №KZ.7500651.01.01.02824,2022-08-10,2027-08-09,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№KZ.7500651.01.01.00741,2022-08-10,2023-08-10,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№ЕАЭС KZ.7500651.24.01.01390,2021-06-02,2024-06-02,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№KZ.7500651.01.01.00742,2022-08-10,2023-08-10,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№KZ.7500651.01.01.00918,2022-10-07,2023-10-07,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№ЕАЭС KZ  7500651.13.12.07892,2022-10-07,2027-10-06,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№ЕАЭС KZ .7500651.01.01.03433,2022-10-07,2027-10-06,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№ЕАЭС KZ 7500651.13.12.07889,2022-10-07,2025-10-07,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№ЕАЭС KZ 7500651.13.12.07890,2022-10-07,2027-10-06,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№KZ.7500651.01.01.00919,2022-10-07,2023-10-07,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№KZ.7500651.01.01.00917,2022-10-07,2023-10-07,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№KZ 7500651.01.01.03437,2022-10-07,2027-10-06,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№KZ.7500651.01.01.00914,2022-10-07,2023-10-07,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№ KZ.7500651.01.01.00915,2022-10-07,2023-10-07,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№ЕАЭС KZ 7500651.01.01.03434,2022-10-07,2027-10-06,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№ЕАЭС KZ 7500651.01.01.03435,2022-10-07,2025-10-07,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№KZ.7500651.01.01.00916,2022-10-07,2023-10-07,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№ЕАЭС KZ 7500651.01.01.3436,2022-10-07,2025-10-07,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№ЕАЭС KZ. 7500651.13.12.07893,2022-10-07,2027-10-06,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№ЕАЭС KZ 7500651.13.12.07894,2022-10-07,2025-10-07,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№ЕАЭС KZ.7500651.22.01.03362,2022-09-30,2027-09-29,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
№ЕАЭС KZ 7500651.13.12.07896,2022-10-07,2027-10-06,-,"Индивидуальный предприниматель ""БАЯЗИТ"" Турсунханова Динара Белегеновна",790816403083
KZ.7500802.01.01.00535,2022-10-12,2025-10-12,-,"Учреждение ""Талдыкорганское учебно - производственное предприятие"" ОО ""Казахстанское общество глухих""",660840000064
KZ 7500802.13.12.01126,2022-11-30,2023-11-30,-,"Учреждение ""Талдыкорганское учебно - производственное предприятие"" ОО ""Казахстанское общество глухих""",660840000064
KZ.7500802.13.12.01082,2022-11-11,2025-11-11,-,"Учреждение ""Талдыкорганское учебно - производственное предприятие"" ОО ""Казахстанское общество глухих""",660840000064
KZ.7500802.13.12.01085,2022-11-11,2025-11-11,-,"Учреждение ""Талдыкорганское учебно - производственное предприятие"" ОО ""Казахстанское общество глухих""",660840000064
KZ.7500802.13.12.01083,2022-11-11,2025-11-11,-,"Учреждение ""Талдыкорганское учебно - производственное предприятие"" ОО ""Казахстанское общество глухих""",660840000064
KZ.7500802.13.12.01084,2022-11-11,2025-11-11,-,"Учреждение ""Талдыкорганское учебно - производственное предприятие"" ОО ""Казахстанское общество глухих""",660840000064
KZ.7500802.13.12.00996,2022-10-12,2025-10-12,-,"Учреждение ""Талдыкорганское учебно - производственное предприятие"" ОО ""Казахстанское общество глухих""",660840000064
KZ.7500802.13.12.00997,2022-10-12,2025-10-12,-,"Учреждение ""Талдыкорганское учебно - производственное предприятие"" ОО ""Казахстанское общество глухих""",660840000064
KZ.7500802.13.12.01203,2022-12-22,2025-12-22,-,"Учреждение ""Талдыкорганское учебно - производственное предприятие"" ОО ""Казахстанское общество глухих""",660840000064
KZ.7500802.13.12.01001,2022-10-12,2025-10-12,-,"Учреждение ""Талдыкорганское учебно - производственное предприятие"" ОО ""Казахстанское общество глухих""",660840000064
KZ.7500802.01.01.00117,2022-12-22,2023-12-22,-,"Учреждение ""Талдыкорганское учебно - производственное предприятие"" ОО ""Казахстанское общество глухих""",660840000064
KZ.7500802.13.12.01000,2022-10-12,2025-10-12,-,"Учреждение ""Талдыкорганское учебно - производственное предприятие"" ОО ""Казахстанское общество глухих""",660840000064
KZ.7500802.01.01.00595,2022-12-05,2025-12-05,-,"Учреждение ""Талдыкорганское учебно - производственное предприятие"" ОО ""Казахстанское общество глухих""",660840000064
KZ.7500802.01.01.00600,2022-12-05,2025-12-05,-,"Учреждение ""Талдыкорганское учебно - производственное предприятие"" ОО ""Казахстанское общество глухих""",660840000064
KZ 7500802.13.12.00998,2022-10-12,2025-10-12,-,"Учреждение ""Талдыкорганское учебно - производственное предприятие"" ОО ""Казахстанское общество глухих""",660840000064
KZ 7500802.13.12.00999,2022-10-12,2025-10-12,-,"Учреждение ""Талдыкорганское учебно - производственное предприятие"" ОО ""Казахстанское общество глухих""",660840000064
ОТТС ТС KZ E-K2.0317.00089,2020-01-31,2023-01-30,-,ТОО КАЗ Прицеп,130440016086
ОТТС ТС KZ E-K2.0317.00214,2022-05-27,2025-06-26,-,ТОО КАЗ Прицеп,130440016086
"Сертификат соответствия
№ ЕАЭС KZ 7500651.01.01.03406
Серия KZ №0212368",2022-10-05,2027-10-04,не лицензируется,"Товарищество с ограниченной ответственностью ""ТОО AiRIz.kz""",160440029628
"Сертификат соответствия
№ ЕАЭС KZ 7500651.01.01.03409
Серия KZ №0212371",2022-10-05,2027-10-04,не лицензируется,"Товарищество с ограниченной ответственностью ""ТОО AiRIz.kz""",160440029628
"Сертификат соответствия
№ ЕАЭС KZ 7500651.01.01.03407
Серия KZ №0212369",2022-10-05,2027-10-04,не лицензируется,"Товарищество с ограниченной ответственностью ""ТОО AiRIz.kz""",160440029628
"Сертификат соответствия
№ ЕАЭС KZ 7500651.01.01.03408
Серия KZ №0212370",2022-10-05,2027-10-04,не лицензируется,"Товарищество с ограниченной ответственностью ""ТОО AiRIz.kz""",160440029628
"Сертификат соответствия
№ ЕАЭС KZ 7500651.01.01.03410
Серия KZ №0212374",2022-10-05,2025-10-04,не лицензируется,"Товарищество с ограниченной ответственностью ""ТОО AiRIz.kz""",160440029628
"Декларация соответствия
№ ЕАЭС KZ 7500651.13.12.07839",2022-10-05,2027-10-04,не лицензируется,"Товарищество с ограниченной ответственностью ""ТОО AiRIz.kz""",160440029628
"Декларация соответствия
№ ЕАЭС KZ 7500651.13.12.07840",2022-10-05,2027-10-04,не лицензируется,"Товарищество с ограниченной ответственностью ""ТОО AiRIz.kz""",160440029628
"Декларация соответствия
№ ЕАЭС KZ 7500651.13.12.07841",2022-10-05,2025-10-05,не лицензируется,"Товарищество с ограниченной ответственностью ""ТОО AiRIz.kz""",160440029628
"Декларация соответствия
№ ЕАЭС KZ 7500651.13.12.07843",2022-10-05,2025-10-04,не лицензируется,"Товарищество с ограниченной ответственностью ""ТОО AiRIz.kz""",160440029628
